职位名称,部门,工作地点,工作性质,经验,学历,薪资,专业要求,招聘人数,职位诱惑,岗位介绍,公司名称,公司行业,公司性质,融资阶段,公司规模,公司主页,发布日期,发布网站,原始URL
Java开发工程师,,青岛,,3-4年经验,,6000-8000,,4,"五险一金,绩效奖金,餐饮补贴,带薪年假",,青岛江恒电子有限公司,"计算机软件,电子技术, 半导体, 集成电路",民营公司,,少于50人,,08/01/2018,前程无忧,http://jobs.51job.com/qingdao/92120315.html?s=01&t=0
高级运维工程师,,佛山,,2年经验,大专,15000-20000,,3,,"任职要求：1、2-3年以上的运维经验；大专以上学历;2、熟悉Linux操作系统及自动化SHELL脚本编写;3、熟悉JAVA架构的Tomcat、Nginx应用软件的部署、性能分析与优化;4、熟悉svn、maven、jenkins等持续集成自动化部署流程;5、熟悉zabbix、nagios等常用监控工具；6、学习能力强、工作热情、积极主动、耐心7、富有责任心，积极配合技术部门实施运维规划8,客户生产环境系统保障,包括实施部署保障,生产平台服务器及业务系统的巡检、故障处理,分析排除系统、数据库、网络、应用等故障及错误；9,具备MongoDB复制集、MySQL主从、Redis集群生产环境维护及备份恢复等工作经验备注熟悉如下关键词的的优先1.LVS、MongoDB、MySQL、Kafka、Redis、Hadoop、Hbase、Dubbo2、有过自动化运维的经验，如puppet的使用优先；3、有虚拟化、云计算、CDNdocker经验",深圳美云智数科技有限公司,计算机软件,民营公司,,150-500人,,08/01/2018,前程无忧,http://jobs.51job.com/foshan/97632868.html?s=01&t=0
"运维工程师, ",,广州-天河区,,3-4年经验,,6000-8000,,1,,1.岗位职责：a)作为现场一线对接客户问题及后方开发、测试团队b)对系统运行中出现的问题及客户使用过程中产生的问题进行分析排查；无法解决的问题同技术团队做好沟通、对接c)协助处理运营团队工作中遇到的一些偏技术层面的问题2.工作技能要求：a)掌握一定的linux知识，如基于linux基本命令、日志查看等；b)掌握一定的DB知识，如SQL语法、Hbase等，能编写较复杂的查询SQLc)逻辑思维能力强，有编程经验者优先d)工作积极主动、责任心强，有较强的沟通、协调能力，抗压能力强e)学习能力强，乐于解决挑战性问题；,广东妙联网信息科技服务有限公司,"计算机服务(系统、数据服务、维修),计算机软件",民营公司,,50-150人,,08/01/2018,前程无忧,http://jobs.51job.com/guangzhou-thq/97271875.html?s=01&t=0
Hbase开发工程师,,北京-海淀区,,无工作经验,,10000-18000,,1,"五险一金,补充医疗保险,餐饮补贴,弹性工作,定期体检,专业培训,免费班车",1.负责基于Hbase的海量数据建设和维护；2.基于Hbase、海量数据开发相应的业务应用（主要是数据存储、检索、维护、优化等方面）；岗位职责1.统招本科及以上学历，计算机相关专业优先；2.精通/熟练掌握Java编程语言，有良好的编码风格，能承受一定的工作压力；3.熟悉Hbase基本原理，具有基本的Hbase基本维护能力以及一定的错误解决分析能力；4.对ZooKeeper/Hadoop/ES/Solor等分布式开源项目及其工作原理有一定理解；5.熟悉Linux基本命令，熟练使用各种Shell；6.具有有较强学习能力，具有快速掌握新技能解决问题的能力；7.具有团队意识，良好的沟通能力，以及高度的责任感，能够吃苦耐劳，善于钻研；8.有大数据集群构建经验者优先;9.名校教育背景经历优先;,北京四维图新科技股份有限公司,"互联网, 电子商务,计算机软件",上市公司,,1000-5000人,,08/01/2018,前程无忧,http://jobs.51job.com/beijing-hdq/95465444.html?s=01&t=0
", ",,北京-海淀区,,3-4年经验,本科,40000-50000,,1,,,汽车之家,"互联网, 电子商务",民营公司,,1000-5000人,,08/01/2018,前程无忧,http://jobs.51job.com/beijing-hdq/94751089.html?s=01&t=0
"大数据开发工程师, , , 大数据",,广州-白云区,,无工作经验,本科,10000-25000,,2,"五险一金,定期体检,专业培训,员工旅游,年终奖金","岗位职责：1、拥有良好的沟通能力，能够根据业务需求分析系统要点及系统开发点；2、具备项目开发相关工作技能,并及时发现设计工作中的问题,提出解决问题的途径；3、根据业务需求，进行技术编码，调试，单元测试，能够解决核心技术问题；4、参与技术需求的调研，技术可行性分析，系统架构的设计、优化；5、按照需求进行设计开发，解决开发中所遇到的技术难题；6、完成模块详细设计与开发；7.负责项目小组的CodeReview岗位要求：1.3年以上java开发经验，2年以上大数据开发经验2.了解jvm的GC机制，有实际GC优化经验3.深入了解线程安全，锁机制，java并发包使用4.熟练使用netty通信5.有阅读源码能力6.熟练hbase编程API、存储模型等7.有hbase源码修改经验优先8.有hbase优化经验优先",广州棒谷科技股份有限公司,"互联网, 电子商务,贸易, 进出口",民营公司,,1000-5000人,,08/01/2018,前程无忧,http://jobs.51job.com/guangzhou-byq/90005729.html?s=01&t=0
", ",,深圳,,5-7年经验,本科,,,1,,负责数据接入、数据清洗、底层重构，业务主题建模等工作；负责金融大数据整体的计算平台开发与应用；计算机或相关专业本科以上学历；有5年及以上大数据平台开发方面相关工作经验；熟悉数据仓库和数据建模的相关技术细节，有编程经验，熟悉JAVA语言；熟悉SQL/Hadoop/Hive/Hbase/Spark等大数据工具具有海量数据处理经验，或有互联网行业数据挖掘工作经验者优先；有第三方支付或金融业务经历者优先考虑;,深圳市腾讯计算机系统有限公司,"互联网, 电子商务",民营公司,,500-1000人,,08/01/2018,前程无忧,http://jobs.51job.com/shenzhen/95647537.html?s=01&t=0
Spark开发工程师,,广州-黄埔区,,无工作经验,大专,10000-15000,,2,,岗位职责1.负责基于Spark技术的海量数据的处理、分析、挖掘工作；2.实现基于Spark框架的分布式计算框架的开发；3.Spark技术研究和通用数据平台的性能调优；职位要求1.本科及以上学历要求，计算机或相关专业背景；2.五年以上相关领域技术开发经验，其中两年以上Spark开发经验；3.熟悉Python、Scala语言；4.熟悉SparkStreaming和SparkSQL，对Spark原理及底层技术有深入了解；5.良好的团队合作意识、沟通能力；6.有过海量数据系统开发经验者优先；,深圳市微世纪网络科技有限公司,"互联网, 电子商务",创业公司,,150-500人,,08/01/2018,前程无忧,http://jobs.51job.com/guangzhou-hpq/94848434.html?s=01&t=0
"大数据开发工程师, Hadoop, spark, ",,上海-嘉定区,,3-4年经验,本科,18000-25000,,1,"五险一金,补充公积金,免费班车,餐饮补贴,通讯补贴,弹性工作,定期体检","岗位描述1、参与平台的整体数据架构设计，完成从业务模型到数据模型的设计工作；2、对数据挖掘及业务开发团队提供技术支持，协助方案规划；3、负责技术攻关和创新技术引用，开发具有数据分析、数据挖掘能力的创新型产品；4、负责公司的大数据平台的研发工作（包扩日志采集，离线计算，数据仓库存储和处理等）；5、负责提升基于Hbase、kudu数据存储集群的高可用性、高性能、高扩展特性；6、负责设计和建立基于Storm或Spark或flink的实时数据处理框架；7、研究Hadoop/Spark/Hbase/Hive/flink等开源项目，对线上任务进行调优，并开发通用组件；8、维持线上服务高效稳定，支撑业务和数据量的快速扩张。岗位要求1、扎实的Java、Scala语言基础，对JVM运行机制有深入了解；2、熟悉Hadoop、Spark并有丰富的开发经验；3、熟练使用java语言，并掌握spring、mybatis等开源J2EE框架。使用java、scala、python等开发语言中的一种，有python和scala实际使用经验更佳；4、有hadoop和spark实际开发经验。了解大数据组件的使用限制和应用场景，如hdfs,yarn,hbase,hive,flume,kafka,zk,impala,kylin,kudu,ES,Storm、MongoDB等。读过spark源码更佳；5、熟悉mysql、ElasticSearch、Redis等关系型或NoSQL数据库，了解应用场景和使用限制。有实际调优经验者更佳。6、熟悉linux常用命令，有实际CDH或HDP或apache版本的hadoop部署经验者优先；7、熟悉并行计算或者分布式计算，熟悉Spark框架,熟练掌握RDD，SQL,Streaming,MLLIB，SparkR编程；8、英文文档阅读无障碍、熟练掌握常用设计模式、熟练使用maven、git；9、有深入研究过Hadoop/Spark源码者优先；10、深入理解MapReduce工作原理，HDFS分布式文件系统架构；熟练掌握Hadoop/Hive/HBASE的运维和调优方法；11、掌握或使用过Storm、Spark、flume、kafka等工具；12、1年以上大数据相关工作经验，最好参与并成功部署过1个日均TB级的集群项目。",上海挚极信息科技有限公司,"计算机软件,互联网, 电子商务",国企,,150-500人,,08/01/2018,前程无忧,http://jobs.51job.com/shanghai-jdq/90362215.html?s=01&t=0
架构师,,上海-闵行区,,5-7年经验,本科,30000-50000,,1,,岗位职责1、负责重要业务模块的开发；2、负责架构组件的研究，开发；3、协助CTO进行架构升级；4、负责开发规范的审查；5、负责重要项目的推进；要求:任职资格1、计算机或相关专业本科及以上学历；2、5年以上相关工作经验；3、有非常整洁的代码习惯；4、精通J2EE；5、精通Spark相关组件，有主导线上项目的经验；6、有丰富的架构经验；7、有抗压能力，能同时进行多项事务；8、有很强的多人项目的推进能力；,上海闪招信息技术有限公司,"互联网, 电子商务",民营公司,,少于50人,,08/01/2018,前程无忧,http://jobs.51job.com/shanghai-mhq/96108472.html?s=01&t=0
