,职位名称,部门,工作地点,工作性质,经验,学历,薪资,专业要求,招聘人数,职位诱惑,岗位介绍,公司名称,公司行业,公司性质,融资阶段,公司规模,公司主页,发布日期,发布网站,原始URL
249,Hadoop开发工程师,,上海-嘉定区,,无工作经验,,6000-8000,,0,,1.Hadoop系统的搭建、维护、监控、调优、开发。,上海遥薇（集团）有限公司,"通信, 电信运营、增值服务,电子技术, 半导体, 集成电路",民营公司,,150-500人,,27/12/2017,前程无忧,http://jobs.51job.com/shanghai-jdq/89907986.html?s=01&t=0
250,Hadoop大数据工程师,,长春-朝阳区,,无工作经验,,7000-13000,,1,,1.负责构建基于Hadoop数据分析模型；2.负责数据挖掘模型的构建；3.负责海量业务数据的存储架构的设计；4.掌握Hadoop集群的搭建、维护与管理，掌握性能优化技术；5.解决Hadoop应用开发过程中的疑难问题。任职要求：1.计算机或相关专业本科及以上学历；2.熟悉Linuxshell以及SQL语言；3.熟悉Hadoop，具有大数据开发经验，能够应对海量数据的存储，处理和分析需求；4.有丰富的Hadoop集群部署、开发和维护管理经验；5.良好的学习能力，保持对新技术的敏感性。,北京波尔通信技术股份有限公司,"通信, 电信, 网络设备,计算机软件",上市公司,,150-500人,,27/12/2017,前程无忧,http://jobs.51job.com/changchun-cyq/97251963.html?s=01&t=0
251,hadoop工程师,,北京-海淀区,,2年经验,,10000-15000,,5,,岗位职责：1、熟悉通信行业数据领域业务知识，并能够利用自己的数据应用知识，有效控制客户需求。2、根据项目范围、资源情况，负责制定项目进度计划，并负责项目实施全过程管理。3、负责项目团队组建、管理，具备一定的技术指导能力。4．具备较强的沟通交流、良好的文字表达能力、团队合作能力；5．具有通信行业系统开发经验者优先考虑。任职要求：1、精通Java研发，熟悉Java开发环境和工具；2、掌握Hadoop、Hive、Hbase、Map/Reduce等设计原理，熟练进行Hadoop集群的搭建、管理、调优和开发，具备大数据系统建模与规划经验。3、能够完成项目管理过程涉及的文档，并及时准确的反馈项目信息；4、具有吃苦耐劳的职业精神，并能够带队伍，构建高凝聚力的项目团队；5、具备组织团队活动及团队建设的能力；,北京拓明科技有限公司,"通信, 电信运营、增值服务,计算机软件",上市公司,,500-1000人,,27/12/2017,前程无忧,http://jobs.51job.com/beijing-hdq/79582528.html?s=01&t=0
252,hadoop运维工程师,,北京-海淀区,,3-4年经验,,15000-20000,,0,,职责描述：1.CDH大数据集群的部署，调优以及运维;2.Hadoop集群的功能设计，配置管理以及troubleshooting3.能够配合销售人员提供良好的售前技术支持；4.能够引导客户需求，提供解决方案，赢得客户技术认可。职位要求：1.本科及以上学历，3年以上运维/数据库/系统管理员工作经验，1年以上CDH大数据集群独立运维经验；2.熟悉并能熟练操作CDH集群，包括不限于集群安装，高可用配置，LDAP/AD集成，SPSS/SAS集成等；3.能够快速有效的定位并解决CDH/ApacheHadoop集群的问题；4.能够编写batchell/python脚本，对windows/linux操作系统命令精通；5.熟悉主流的BI、数据仓库产品；6.良好的表达沟通能力，良好的方案编写、讲解与演讲能力；7.具备快速学习能力，一定程度的抗压能力，能够接受适度出差；8.有Cloudera大数据认证证书的人员优先考虑。,上海派拉软件股份有限公司,"计算机软件,计算机服务(系统、数据服务、维修)",上市公司,,150-500人,,27/12/2017,前程无忧,http://jobs.51job.com/beijing-hdq/96667885.html?s=01&t=0
253,Hadoop开发工程师,,西安-高新技术产业开发区,,无工作经验,本科,15000-20000,,0,"五险一金,定期体检",关键看能力，不拘一格降人才，待遇优越岗位职责Hadoop大数据开发和集群运维职位要求1.对操作系统、算法、数据结构有深入理解；2.精通java编程，熟悉unix/linux系统；3.有大数据平台开发经验，熟悉hadoop、hive、hbase、hdfs，mapreduce优先。,南京烽火星空通信发展有限公司,"计算机软件,通信, 电信运营、增值服务",国企,,1000-5000人,,27/12/2017,前程无忧,http://jobs.51job.com/xian-gxjs/66843760.html?s=01&t=0
255,Hadoop开发工程师,,上海-浦东新区,,2年经验,,15000-30000,,0,,一、工作职责：1、负责公司的大数据平台的研发工作（包扩日志采集，离线计算，数据仓库存储和处理等）2、参与产品设计讨论，共同设计产品。二、任职要求：1、精通Hadoop以及Hadoop生态圈上的应用，如Hbase、Hive；2、能够熟练使用Mapreduce技术实现分布式应用；3、有过ApacheThrift、Protobuf、kafka、Spark、Storm、MongoDB等一种或多种使用经验者优先；4、有钻研精神，乐于攻坚，学习能力强，具备良好的服务意识和沟通能力。,上海方付通商务服务有限公司,"互联网, 电子商务,金融, 投资, 证券",合资,,500-1000人,,27/12/2017,前程无忧,http://jobs.51job.com/shanghai-pdxq/73024631.html?s=01&t=0
256,Hadoop开发工程师,,北京-海淀区,,1年经验,大专,8000-15000,,1,"五险一金,餐饮补贴,员工旅游,年终奖金,定期体检",岗位职责1.基于海量数据的数据仓库建设、数据应用开发2.分布式平台应用开发（Hadoop/Hive/Hbase）3.开发数据统计系统，各类统计程序报表4.支撑各业务渠道的数据提取需求任职要求1.具有丰富的数据仓库开发经验，有2年以上互联网或移动互联网并基于Hadoop/Storm/HIVE/Hbase等应用开发经验，对分布式计算、数据仓库理论有深刻理解2.对Hadoop、Hive、Hbase等源码有研究优先3.精通JAVA、熟练掌握MapReduce原理及数据分析相关的二次开发.4.熟悉linux/UNIXshell、熟悉(Perl/python/shell)任意一种脚本语言5.良好的系统分析、架构设计能力。6.对数据敏感、对新技术敏感，有数据挖掘技能者优先工作地点：木樨地工作地址：海淀区玉渊潭南路3号（水利科学研究院）D座一层131室,北京炎黄新星网络科技有限公司,"互联网, 电子商务,计算机软件",民营公司,,150-500人,,27/12/2017,前程无忧,http://jobs.51job.com/beijing-hdq/97266296.html?s=01&t=0
257,Python爬虫开发工程师,,上海-杨浦区,,5-7年经验,本科,15000-30000,,0,"五险一金,年终奖金",1、参与风控爬虫系统的设计和开发，负责爬虫系统的框架设计2、设计各种算法，提升抓取效果3、对互联网海量业务进行整合、分析挖掘4、与技术团队进行沟通，负责爬虫数据与业务系统的整合对接5、负责爬虫数据的策略开发，支持风险业务决策职位要求：1、本科及以上学历计算机相关专业，两年以上爬虫或解析相关开发经验;2、精通Python语言，熟悉网络编程；3、熟悉关系型数据库和Mongdb；4、对数据挖掘和机器学习算法方面有一定了解;5、有互联网公司爬虫架构方面经验优先;6、有分布式计算经验的优先;7、身体健康，有上进心，有良好的沟通能力，逻辑思维能力和团队协作能力;薪资福利：1、薪资待遇：基本工资+绩效资金+年终保底13薪。2、薪酬保障：公司为员工提供有社会竞争力的薪资及完善的福利保障体系，一年内有1至2次的加薪机会。3、六险一金（养老保险、医疗保险、工伤保险、失业保险、生育保险、商业保险）4、工作时间：5天8小时的工作制度。周末双休，所有节假日均按国家相关规定执行。5、提供免费的点心零食，每个月部门团建。6、完善的培训体系，多元化的职业发展渠道，给予岗位技能和综合能力不断提升机会，双线晋升路线（管理线或专家线）7、公司提供带薪假期、拓展、旅游等,霍尔果斯旗发信息技术有限公司上海分公司,"互联网, 电子商务,金融, 投资, 证券",上市公司,,150-500人,,27/12/2017,前程无忧,http://jobs.51job.com/shanghai-ypq/84194906.html?s=01&t=0
258,爬虫研发工程师,,上海-徐汇区,,无工作经验,本科,5000-10000,,1,,"工作职责：1,参与爬虫引擎研发工作，支持多短平快开发抓取任务；2参与制定反屏蔽策略；3,负责以数据为核心的，包括数据抓取、数据清洗的相关工作；4,参与爬虫引擎日常运营及运维工作，重点关注数据的质量；岗位要求：1,全日制本科以上，计算机/信息管理/软件工程相关专业；2,熟练掌握Java或Python语言，此为必须条件。3,熟悉多线程编程环境，熟悉常见开源框架；4,熟悉网页结构，能通过正则/JSOUP等获取网页中关键数据。有App的数据爬取经验优先；5,具备丰富的爬虫开发工作经验，能有效指定反屏蔽策略，确保数据爬虫的稳定运行；6,熟悉敏捷开发模式，能在工作中熟练使用Git/Maven等开发周边工具；7,熟悉大数据处理框架（hadoop/hive/spark）优先考虑；",艾瑞咨询集团,"专业服务(咨询、人力资源、财会),互联网, 电子商务",合资,,150-500人,,27/12/2017,前程无忧,http://jobs.51job.com/shanghai-xhq/96704196.html?s=01&t=0
259,网络爬虫工程师,,宁波-鄞州区,,无工作经验,大专,8000-10000,,1,"五险,周末双休,年底双薪,节假日福利,生日蛋糕券,团建活动","岗位职责：1.负责爬虫架构设计和研发。2.负责爬虫核心搜索策略、算法、数据聚类、重组的设计与开发。3.负责网络爬虫或数据采集软件的优化改进以及采集规则编写。4.解决封账号、封IP等采集难点攻克。5.确保所负责的站点按周期采集及时，全面。任职要求：1.精通Asp、net或PHP、Javascript/Ajax、SQLServer2005或MYSQL，熟练正则表达式，多线程，网络通信编程等相关知识。2.1年以上大规模网页爬虫开发经验,熟悉JS，ajax，网页消重。3.能够总结分析不同网站，网页的结构特点及规律，熟悉淘宝开发接口优先。4.具有良好的编码习惯，很好的学习能力、理解能力。5.具有良好的团队合作精神和沟通能力，能够承受压力。上班时间：8：30-17:00，双休",浙江商安信息科技有限公司,"互联网, 电子商务",民营公司,,50-150人,,27/12/2017,前程无忧,http://jobs.51job.com/ningbo-yzq/86431331.html?s=01&t=0
263,大数据爬虫工程师,,上海-静安区,,2年经验,本科,10000-20000,,2,"五险一金,餐饮补贴,弹性工作,定期体检,绩效奖金,年终奖金",岗位职责1.负责设计和开发分布式爬虫和数据采集系统，完成数据采集与爬取、解析处理、入库等数据日常工作；2.负责与搜索技术相关的系统模块的设计、开发和维护工作，达到高效稳定的效果；3.负责网页信息抽取、数据清洗等研发和优化工作；4.设计爬取、调度和抽取算法，优化系统；5.负责抓取数据的深刻提取和挖掘；6.针对不同网站的反爬虫技术提出有效的应对策略；岗位要求：1、计算机、数学、统计学或相关专业本科以上学历，2年以上工作经验；2、精通Python编程语言，精通Javascript，对HTTP协议及HTML有深入的了解；3、精通正则表达式，用于从各种网络结构化和非结构化数据中抽取有用的信息；4、熟练掌握数据库开发，对数据处理和数据质量有较深认识；精通至少一种主流数据NoSQL、mysql数据库,搜股（北京）科技有限公司,"金融, 投资, 证券,互联网, 电子商务",合资,,50-150人,,27/12/2017,前程无忧,http://jobs.51job.com/shanghai-jaq/95355779.html?s=01&t=0
264,爬虫开发工程师,,上海,,2年经验,本科,10000-15000,,2,"五险一金,免费班车,员工旅游,交通补贴,餐饮补贴,通讯补贴,绩效奖金,年终奖金,定期体检,弹性工作",职位描述：1、负责传统网页信息采集与正确解析；2、负责网页爬虫架构设计与核心技术研发；3、负责互联网资源的特征挖掘，主要对网页特征、站点结构、资源变化趋势等进行数据分析和特征建模；4．设计策略和算法，提升网页抓取的效率和质量，进一步解决系统的网页排重、垃圾控制、资源划分等问题；5、负责网络爬虫平台的维护工作。岗位职责：1、良好的JAVA编程经验，熟悉网络爬虫原理和策略；2、熟练掌握网页抓取原理及技术、正则表达式、多线程、HTTP协议，能从结构化的和非结构化的数据中获取信息；3、熟悉爬虫、种子、解析、下载、去重、提取、过滤、调度、DNScache、异步处理等概念和过程，能够熟练配置解析模板；4、熟悉Nutch/Heritrix/larbin/HtmlParser/HttpClient/Jsoup中的一种或多种开源技术；5、能够有效分析并处理技术问题；6、具备良好的表达和沟通能力,善林（上海）金融信息服务有限公司,"金融, 投资, 证券",民营公司,,10000人以上,,27/12/2017,前程无忧,http://jobs.51job.com/shanghai/90271569.html?s=01&t=0
265,爬虫工程师,,成都-郫都区,,1年经验,本科,9000-15000,,3,五险一金,"该职位：爬虫工程师，为成都链科信息科技有限公司（链科网）招聘岗位工作职责1.负责高质量、稳定的网络爬虫书写；2.负责爬虫进程调度、数据抓取和数据存储等；3.负责数据清洗，数据存储维护；4.对数据爬取，调度，存储，清洗等进行框架搭建。岗位要求1.熟悉python语言,熟悉HTTP协议，熟悉Requests,lxml等爬虫需要应用的模块；2.熟悉基于正则表达式，HTML，JS，AJAX等网页信息抽取技术3.至少有一年以上网络爬虫开发经验或者有志与成为一个爬虫工程师者；4.熟悉使用至少一种关系型数据库MySQL、Oracle等，熟悉NoSQl、hbase、Mongo中任意一个；5.有数据挖掘或者AI算法经验者优先；6.具有大数据处理经验者优先；7.有较强的学习能力、团队精神以及良好的工作态度。",电子科技大学成都研究院,"互联网, 电子商务,政府, 公共事业",事业单位,,50-150人,,27/12/2017,前程无忧,http://jobs.51job.com/chengdu-pdq/92609125.html?s=01&t=0
267,爬虫,,东莞,,3-4年经验,,6000-8000,,1,"五险一金,员工旅游,餐饮补贴,年终奖金,股票期权","无爬虫项目经验者，勿投简历。岗位描述：1、分布式网络爬虫系统的设计及开发2、互联网站、网页、链接的特征挖掘，进行网页抓取、数据提取、清洗、入库；3、负责爬虫核心算法的策略优化研究，充分利用资源，避免限制；4、优化搜索、匹配、抓取等关键程序的性能及效率。任职要求：1、3年以上java经验,有爬虫开发经验,熟练应用多线程技术.2、熟练使用正则表达式、csspath、xpath等，能够从结构化的和非结构化的数据中获取信息；3、熟练使用MongoDB,Mysql数据库4、熟练一种开源爬虫框架，如scrapy、webmagic、nutch、heritrix等，有开发爬虫框架经验优先；熟悉反爬虫、验证码识别技术者优先；5、具有数据挖掘、自然语言处理、信息检索、机器学习背景者优先；",广东巨细信息科技有限公司,"互联网, 电子商务,计算机软件",民营公司,,50-150人,,27/12/2017,前程无忧,http://jobs.51job.com/dongguan/89250844.html?s=01&t=0
268,爬虫工程师,,广州-白云区,,无工作经验,本科,10000-25000,,2,"五险一金,定期体检,专业培训,员工旅游,年终奖金",职位描述：1.负责设计和开发网络爬虫系统，进行电商或社会化媒体等平台信息的抓取和分析；2.设计爬虫策略和防屏蔽规则，提升网页抓取的效率和质量；3.能独立解决实际开发过程碰到的各类问题。任职要求：1.本科及以上学历，2年以上爬虫相关工作经验；2.熟练python、java等编程语言，有1年以上的scrapy框架开发经验；3.熟悉linux操作系统，了解web及相关技术和原理；4.熟练运用正则表达式和xpath表达式；5.熟练使用mysql数据库，熟悉redis等nosql数据库；6.构建过分布式爬虫系统者优先。,广州棒谷科技股份有限公司,"互联网, 电子商务,贸易, 进出口",民营公司,,1000-5000人,,27/12/2017,前程无忧,http://jobs.51job.com/guangzhou-byq/90006377.html?s=01&t=0
269,爬虫工程师,,杭州-江干区,,3-4年经验,大专,10000-20000,,2,"五险一金,员工旅游,餐饮补贴,绩效奖金,年终奖金,股票期权","岗位职责：1、负责数据采集与爬取、解析处理、入库及备份等数据日常工作；2、负责分析新的数据需求,完成数据处理的设计和实现；3、负责数据的整理、整合及合并等工作；岗位要求：1、精通web抓取原理及技术，从结构化和非机构化数据中获取信息；2.3年以上PHP开发经验，有爬虫经验系统设计开发及优化经验优先考虑；3.精通Html、JavaScript、XML等知识，熟悉前端异步请求方式；4、熟悉一种或多种开源技术；5、具备一定的数据挖掘能力；",中车电商（浙江）科技有限公司,"互联网, 电子商务",民营公司,,50-150人,,27/12/2017,前程无忧,http://jobs.51job.com/hangzhou-jgq/86488246.html?s=01&t=0
271,数据爬虫高级工程师,,上海,,5-7年经验,本科,15000-45000,,0,"五险一金,补充医疗保险,员工旅游,专业培训,年终奖金,绩效奖金,弹性工作",岗位描述：1、参与公司所需的爬虫系统架构设计、数据库设计；2、负责网络爬虫的核心技术研究和开发，参与各种核心搜索策略、算法、数据聚类、重组的设计与开发；3、对互联网海量业务进行整合、分析挖掘4、能够快速且有效的进行数据清洗语文本挖掘5、与技术团队进行沟通，负责爬虫数据与业务系统的整合对接6、负责爬虫数据的策略开发，支持风险业务决策岗位要求：1、计算机相关专业，5年以上Java、python或C/C++开发经验，熟悉常用的信息抓取策略和数据重组算法；2、精通Python或者JAVA语言，熟悉网络编程；3、精通关系型数据库的开发和了解Mongodb、HBase、HIVE等NoSQL数据库；4、熟悉大规模网页爬取，深度网页爬取，熟悉Nutch、Scrapy、Lucene、Heritrix、Solr、Sphinx等工具5、熟悉大规模系统的负载均衡、缓存、网络存储、网络安全、数据库高可用设计及性能评估机制。,湖南蓝海购企业策划有限公司,"房地产,互联网, 电子商务",民营公司,,50-150人,,27/12/2017,前程无忧,http://jobs.51job.com/shanghai/97105916.html?s=01&t=0
272,数据处理工程师,,北京,,无工作经验,,10000-15000,,3,"五险一金,员工旅游,交通补贴,餐饮补贴,通讯补贴,绩效奖金,年终奖金,股票期权,弹性工作,定期体检",工作内容：1.生产系统后台工具开发。2.解决生产环境数据相关的突发问题。3.数据处理的方案制定以及数据的迁移、运算。4.各种业务相关数据抓取和研究分析。5.配合数据挖掘部门，共同实施大数据处理方案。任职资格:1.精通Python语言或java语言。（两种中的一种）2.熟悉MVC结构，熟练使用Spring、Django等开源技术框架，对其设计理念有一定的理解。3.熟悉数据库开发，具有MySQL或者SQLServer、Oracle数据库开发经验。4.能够快速的写出较为优化的SQL。5.对NoSQL技术有一定的使用经验，redis/MongoDB/memcached等。6.熟悉Linux操作平台，及常用的Web服务器（Tomcat/JBoss/WebLogic），熟悉HTTP等网络通信协议。7.熟悉Maven、Jenkins等持续构建集成工具。8.思维缜密，心思细腻，逻辑性较强者优先。9.有大数据处理经验优先。,北京译泰教育科技有限公司,"教育, 培训, 院校,互联网, 电子商务",民营公司,,50-150人,,27/12/2017,前程无忧,http://jobs.51job.com/beijing/92144107.html?s=01&t=0
273,高级爬虫工程师,,广州-海珠区,,3-4年经验,本科,10000-15000,,0,"五险一金,餐饮补贴,年终奖金,弹性工作,定期体检,免费下午茶,出国旅游,上班不打卡",职位描述：1、负责设计和开发分布式网络爬虫系统，进行电商及社会化媒体等平台信息的抓取和分析；2、设计爬虫策略和防屏蔽规则，提升网页抓取的效率和质量；3、负责部门数据库的管理及优化任职资格：1、具有实际爬虫开发、内容提取工作经验2年以上2、精通信息抓取和整合技术，从结构化的和非结构化的数据中获取信息3、熟悉SQLServer、MySQL、Oracle等任何一个主流数据库4、有过分布式抓取经验、熟悉数据库调优和海量数据存储经验优先5、具有自然语言处理、信息检索、机器学习等数据挖掘背景者优先你极关心的的福利：五险一金，商业保险，年度国外旅游，年度体检，年底双薪/年度奖金（一年13~14薪），午餐/晚餐补贴，交通补贴，下午茶/水果每周供应，扁平化管理。,广州市原象广告有限公司,"广告,互联网, 电子商务",民营公司,,150-500人,,27/12/2017,前程无忧,http://jobs.51job.com/guangzhou-hzq/72282818.html?s=01&t=0
275,爬虫研发工程师,,深圳-南山区,,5-7年经验,大专,10000-20000,,1,"五险一金,员工旅游,绩效奖金,年终奖金","职位描述：1、负责开发网络爬虫系统，完成数据采集与爬取、解析处理等日常工作；2、研究各种网页探寻特点和规律，负责网页信息抽取、数据清洗等研发和优化工作；3、负责网页爬虫架构设计与核心技术研发；4、负责指定app数据的抓取和分析；5、设计策略和算法，提升网页抓取的效率和质量；任职要求：1、软件工程，计算机相关专业大专或以上学历；2、两年以上大规模网页爬虫开发经验熟悉tcp，http协议原理；熟悉ajax工作原理；3、熟悉多线程、多进程、网络通信编程相关知识4、有分布式、垂直领域爬虫开发经验优先5、熟悉正则表达式，用于从各种网络结构化和非结构化数据中抽取有用的信息；6、熟悉linux平台，熟悉java主流开源框架springboot,springcloud等优先；7、熟悉搜索引擎和网络爬虫相关技术和开源工具，有反爬虫经验者优先；8、熟悉相关技术者优先，如hadoop/hbase/hive/spark,kafka、redis、rabbitMQ、mysql、mongodb等；9、具有很强的分析和解决问题的能力，攻克难题的强烈兴趣，善于学习。",深圳前海增信通信息服务有限公司,"计算机服务(系统、数据服务、维修),互联网, 电子商务",民营公司,,50-150人,,27/12/2017,前程无忧,http://jobs.51job.com/shenzhen-nsq/96647474.html?s=01&t=0
276,爬虫工程师,,成都-高新区,,3-4年经验,,10000-20000,,2,"五险一金,餐饮补贴,交通补贴,绩效奖金,专业培训","岗位职责：1、参与设计/开发分布式网络爬虫2、分析众多数据源页面结构及请求/返回规律3、参与J2EE业务系统开发4、按迭代进度要求及质量要求完成开发任务任职要求：1.熟练掌握Java语言及常用开发框架2.了解网络编程.HTTP协议3.了解html、javascript、css、json、正则表达式等常见技术点4.熟悉关系数据库(如mysql)及NoSql数据库(如mongodb、redis)5.熟悉Python、Linux优先6.具备数据挖掘等搜索引擎相关知识,有从事网络爬虫.验证码图片识别.网页信息存取经验优先7.较好的编程素养,懂得敏捷开发及设计模式优先",成都优啦信息技术有限公司,"计算机软件,电子技术, 半导体, 集成电路",民营公司,,50-150人,,27/12/2017,前程无忧,http://jobs.51job.com/chengdu-gxq/90572615.html?s=01&t=0
277,数据爬虫工程师,,北京-海淀区,,3-4年经验,本科,12000-18000,,1,,"岗位职责:1、负责数据平台的数据采集与爬取、解析处理、入库及备份等数据日常工作；2、数据采集工具软件平台的开发、测试工作;3、负责分析新的数据需求,完成数据处理的设计(文档)和实现；4、负责数据的清洗、整理、整合及合并等工作；5、负责数据处理程序设计框架改善,数据处理性能优化,系统数据处理的能力提高；6、负责和数据架构师、数据挖掘、分析人员协同工作,完成数据的统计、查询和分析。任职标准：1、计算机相关专业本科及以上学历，三年以上数据采集方面开发经验；2、精通网页抓取原理及技术，精通正则表达式，熟练从结构化和非结构化的数据中获取信息；3、熟悉Linux平台开发，精通java或python，熟悉tcp，http协议原理；熟悉Ajax工作原理,具备扎实的数据结构与算法功底；4、熟悉常用的反爬虫策略，有开发自动化爬虫框架经验优先，有验证码识别技术者优先；5、熟悉Mysql/MongoDB/Redis，有过数据库调优和海量数据存储经验优先；6、有数据处理和清晰经验，了解Hadoop、Spark等大数据框架和流处理技术者优先；7、具有以下信息采集经验者优先：企业工商信息，专利知识产权信息、法院判决文书等；8、具备优秀的逻辑思维能力，对解决挑战性问题充满热情，善于分析问题/解决问题。有强烈的上进心和求知欲，擅于学习新事物。",北京一众英才信息技术有限公司,专业服务(咨询、人力资源、财会),民营公司,,少于50人,,27/12/2017,前程无忧,http://jobs.51job.com/beijing-hdq/93836670.html?s=01&t=0
278,python爬虫工程师,,广州-白云区,,无工作经验,,8000-10000,,1,"绩效奖金,专业培训,年终奖金,社保","岗位职责：1、负责各大网站内容爬取后，开发抽取规则，对精选内容进行批量抽取，并不断细化规则和维护整个工作的稳定性；2、负责设计和开发分布式的网络爬虫应用，进行互联网相关信息的抓取和分析；3、负责网页信息抽取技术的研究和开发；4、负责解决爬取过程中的各种反爬问题。任职要求：1、熟悉网页抓取原理及技术，熟悉基于Cookie的网站登录原理，熟悉基于正则表达式、Xpath、CSS等网页信息；2、精通Python/java编程语言，精通Javascript，对HTTP协议及HTML有深入的了解；3、精通正则表达式，用于从各种网络结构化和非结构化数据中抽取有用的信息；4、熟练掌握数据库开发，对数据处理和数据质量有较深认识；精通至少一种主流数据NoSQL、mysql数据库；5、熟悉httpclient、js,ajax,webdriver、htmlunit、Nutch、selenium、ETL、HtmlParser、Jsoup，webmagic等技术优先；6、有海量数据爬取经验者优先；有爬取过微博，微信，淘宝等平台数据优先；具有自然语言处理、机器学习背景优先。",广州优脉电子商务有限公司,"贸易, 进出口,互联网, 电子商务",民营公司,,50-150人,,27/12/2017,前程无忧,http://jobs.51job.com/guangzhou-byq/96475404.html?s=01&t=0
280,爬虫开发工程师,,苏州-工业园区,,1年经验,本科,7000-10000,,0,"年终奖金,绩效奖金,专业培训",工作内容：1、构建微信公众号运营数据分析模型；2、对运营各关键节点基础数据进行深度分析和挖掘；3、协助业务部门解决各类专项数据统计和分析需求；4、挖掘用户行为数据并形成分析报告，支持战略及运营策略；任职要求：1、本科及以上学历；2、数据分析岗位相关工作经历，有海量数据分析经验（互联网数据分析用户属性、行为特征方面经验优先）；3、理解数据挖掘的原理，掌握相关的算法及应用，至少掌握一种或者几种主流数据库，如MySQL、Oracle、SQLServer等，精通SQL语句，必须精通Excel软件，高效处理数据，会写Python爬虫程序优先；4、良好的逻辑分析能力，对数据敏感；有良好的书面表达和口头沟通能力，能够熟练撰写分析报告。,北京远大众力机械设备有限公司,"机械, 设备, 重工,计算机软件",外资（欧美）,,150-500人,,27/12/2017,前程无忧,http://jobs.51job.com/suzhou-gyyq/97059269.html?s=01&t=0
282,爬虫算法工程师,,南京,,2年经验,本科,20000-30000,,1,"五险一金,免费班车,员工旅游,餐饮补贴,绩效奖金,年终奖金,弹性工作,专业培训",任职要求：1.工作时间：单休制2.两年以上年开发经验，有较丰富的爬虫系统开发经验；3.熟悉常用数据结构及算法；4.熟悉Linux操作系统；5.熟悉HTTP协议；6.有自动化测试经验；7.优秀的分析、解决问题能力，对处理未知的、挑战性问题充满激情；8.良好的沟通能力和团队合作精神。岗位职责：1.负责爬虫系统的设计、研发与维护；2.设计爬虫策略与算法，提升抓取效果；3.持续优化系统，提高系统的稳定性及性能。,南京点盈网络科技有限公司,"通信, 电信, 网络设备,互联网, 电子商务",民营公司,,150-500人,,27/12/2017,前程无忧,http://jobs.51job.com/nanjing/94136492.html?s=01&t=0
283,爬虫算法工程师,,上海-浦东新区,,2年经验,,15000-25000,,0,,爬虫算法工程师工作职责：1.基于电商的爬虫数据，分析市场热销商品；2.基于算法和人工编辑，对商品数据做精准的属性匹配；3.通过数据分析建立模型，对市场做销售预测；4.数据爬虫系统爬虫平台建设和优化、多平台信息的抓取和分析工作，数据抽取、清洗、计算等工作，提升平台的抓取效率；5.爬虫核心算法及调度策略的研发及优化；6.实时监控爬虫的进度和警报反馈。任职资格：1.计算机、数学、统计、模式识别或相关专业硕士及以上学历；2.至少精通一门编程语言（JAVA/Python等），精通linux系统，熟悉mysql、hadoop及相关编程；3.精通抓包工具至少一种，熟悉使用正则表达式；精通网络通信编程，网页抓取原理及技术，熟悉HTTP传输协议，能模拟各类操作爬虫；熟悉爬虫实现原理机制；对分布式和多线程技术有一定了解；4.熟悉常见机器学习算法（如逻辑回归、SVM、神经网络、决策树等），对其中一个或几个模型的原理、数学表示、优化方法、模型改进策略比较了解，有实际建模经验；5.在文本信息挖掘、内容推荐系统等一个或多个领域有实际项目经验；6.能熟练阅读中/英文机器学习领域的相关文献7.具有海量数据处理，高性能计算，大规模分布式系统开发等方面经验优先；8.熟悉爬虫框架，有爬虫经验者优先。,上海载和网络科技有限公司,"互联网, 电子商务",外资（非欧美）,,150-500人,,27/12/2017,前程无忧,http://jobs.51job.com/shanghai-pdxq/96854011.html?s=01&t=0
285,数据爬虫工程师,,广州,,无工作经验,本科,6000-10000,,3,"五险一金,补充医疗保险,补充公积金",岗位职责：1.基于公司内部采集框架，进行模板配置、爬虫程序开发；2.参与公司分布式采集系统的新功能开发；3.支撑业务项目和产品的数据抓取需求，参与开发和扩展新的数据源。任职要求：1.掌握java编程，有多线程开发、了解JVM内存常见分析工具和调优；2.熟悉http协议，了解常见header、状态码，了解Ajax请求；3.熟悉html、javaScript、json数据格式，掌握正则表达式，熟练运用chrome浏览器开发者调试工具；4.熟悉MySQL、Redis等常见数据库的使用；5.有Hbase/Kafka/Phoenix等开发经验优先。,深圳市小草互联网金融服务有限公司,"互联网, 电子商务",民营公司,,50-150人,,27/12/2017,前程无忧,http://jobs.51job.com/guangzhou/96250198.html?s=01&t=0
